,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
1130,G2200350,2005-2009,,,Louisiana,22,East Carroll Parish,35,,,,,,,,,,,,,,,,,,,,,,,,,,"East Carroll Parish, Louisiana",8265,"East Carroll Parish, Louisiana",0
1131,G2200370,2005-2009,,,Louisiana,22,East Feliciana Parish,37,,,,,,,,,,,,,,,,,,,,,,,,,,"East Feliciana Parish, Louisiana",20871,"East Feliciana Parish, Louisiana",0
1132,G2200390,2005-2009,,,Louisiana,22,Evangeline Parish,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Evangeline Parish, Louisiana",35490,"Evangeline Parish, Louisiana",0
1133,G2200410,2005-2009,,,Louisiana,22,Franklin Parish,41,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin Parish, Louisiana",19996,"Franklin Parish, Louisiana",0
1134,G2200430,2005-2009,,,Louisiana,22,Grant Parish,43,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant Parish, Louisiana",19785,"Grant Parish, Louisiana",0
1135,G2200450,2005-2009,,,Louisiana,22,Iberia Parish,45,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",74602,"Iberia Parish, Louisiana",0
1136,G2200470,2005-2009,,,Louisiana,22,Iberville Parish,47,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberville Parish, Louisiana",32677,"Iberville Parish, Louisiana",0
1137,G2200490,2005-2009,,,Louisiana,22,Jackson Parish,49,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson Parish, Louisiana",15111,"Jackson Parish, Louisiana",0
1138,G2200510,2005-2009,,,Louisiana,22,Jefferson Parish,51,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Parish, Louisiana",440134,"Jefferson Parish, Louisiana",0
1139,G2200530,2005-2009,,,Louisiana,22,Jefferson Davis Parish,53,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis Parish, Louisiana",31061,"Jefferson Davis Parish, Louisiana",0
1140,G2200550,2005-2009,,,Louisiana,22,Lafayette Parish,55,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette Parish, Louisiana",204963,"Lafayette Parish, Louisiana",0
1141,G2200570,2005-2009,,,Louisiana,22,Lafourche Parish,57,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",92852,"Lafourche Parish, Louisiana",0
1142,G2200590,2005-2009,,,Louisiana,22,La Salle Parish,59,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle Parish, Louisiana",13973,"La Salle Parish, Louisiana",0
1143,G2200610,2005-2009,,,Louisiana,22,Lincoln Parish,61,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln Parish, Louisiana",42801,"Lincoln Parish, Louisiana",0
1144,G2200630,2005-2009,,,Louisiana,22,Livingston Parish,63,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",116476,"Livingston Parish, Louisiana",0
1145,G2200650,2005-2009,,,Louisiana,22,Madison Parish,65,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison Parish, Louisiana",11790,"Madison Parish, Louisiana",0
1146,G2200670,2005-2009,,,Louisiana,22,Morehouse Parish,67,,,,,,,,,,,,,,,,,,,,,,,,,,"Morehouse Parish, Louisiana",28761,"Morehouse Parish, Louisiana",0
1147,G2200690,2005-2009,,,Louisiana,22,Natchitoches Parish,69,,,,,,,,,,,,,,,,,,,,,,,,,,"Natchitoches Parish, Louisiana",38976,"Natchitoches Parish, Louisiana",0
1148,G2200710,2005-2009,,,Louisiana,22,Orleans Parish,71,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans Parish, Louisiana",328669,"Orleans Parish, Louisiana",0
1149,G2200730,2005-2009,,,Louisiana,22,Ouachita Parish,73,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita Parish, Louisiana",150025,"Ouachita Parish, Louisiana",0
1150,G2200750,2005-2009,,,Louisiana,22,Plaquemines Parish,75,,,,,,,,,,,,,,,,,,,,,,,,,,"Plaquemines Parish, Louisiana",22655,"Plaquemines Parish, Louisiana",0
1151,G2200770,2005-2009,,,Louisiana,22,Pointe Coupee Parish,77,,,,,,,,,,,,,,,,,,,,,,,,,,"Pointe Coupee Parish, Louisiana",22326,"Pointe Coupee Parish, Louisiana",0
1152,G2200790,2005-2009,,,Louisiana,22,Rapides Parish,79,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",132128,"Rapides Parish, Louisiana",0
1153,G2200810,2005-2009,,,Louisiana,22,Red River Parish,81,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River Parish, Louisiana",9117,"Red River Parish, Louisiana",0
1154,G2200830,2005-2009,,,Louisiana,22,Richland Parish,83,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland Parish, Louisiana",20415,"Richland Parish, Louisiana",0
1155,G2200850,2005-2009,,,Louisiana,22,Sabine Parish,85,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine Parish, Louisiana",23629,"Sabine Parish, Louisiana",0
1156,G2200870,2005-2009,,,Louisiana,22,St. Bernard Parish,87,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Bernard Parish, Louisiana",38241,"St. Bernard Parish, Louisiana",0
1157,G2200890,2005-2009,,,Louisiana,22,St. Charles Parish,89,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles Parish, Louisiana",51410,"St. Charles Parish, Louisiana",0
1158,G2200910,2005-2009,,,Louisiana,22,St. Helena Parish,91,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Helena Parish, Louisiana",10505,"St. Helena Parish, Louisiana",0
1159,G2200930,2005-2009,,,Louisiana,22,St. James Parish,93,,,,,,,,,,,,,,,,,,,,,,,,,,"St. James Parish, Louisiana",21056,"St. James Parish, Louisiana",0
1160,G2200950,2005-2009,,,Louisiana,22,St. John the Baptist Parish,95,,,,,,,,,,,,,,,,,,,,,,,,,,"St. John the Baptist Parish, Louisiana",47146,"St. John the Baptist Parish, Louisiana",0
1161,G2200970,2005-2009,,,Louisiana,22,St. Landry Parish,97,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",90983,"St. Landry Parish, Louisiana",0
1162,G2200990,2005-2009,,,Louisiana,22,St. Martin Parish,99,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Martin Parish, Louisiana",51429,"St. Martin Parish, Louisiana",0
1163,G2201010,2005-2009,,,Louisiana,22,St. Mary Parish,101,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary Parish, Louisiana",51085,"St. Mary Parish, Louisiana",0
1164,G2201030,2005-2009,,,Louisiana,22,St. Tammany Parish,103,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",225533,"St. Tammany Parish, Louisiana",0
1165,G2201050,2005-2009,,,Louisiana,22,Tangipahoa Parish,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",114229,"Tangipahoa Parish, Louisiana",0
1166,G2201070,2005-2009,,,Louisiana,22,Tensas Parish,107,,,,,,,,,,,,,,,,,,,,,,,,,,"Tensas Parish, Louisiana",5798,"Tensas Parish, Louisiana",0
1167,G2201090,2005-2009,,,Louisiana,22,Terrebonne Parish,109,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",108277,"Terrebonne Parish, Louisiana",0
1168,G2201110,2005-2009,,,Louisiana,22,Union Parish,111,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Parish, Louisiana",22712,"Union Parish, Louisiana",0
1169,G2201130,2005-2009,,,Louisiana,22,Vermilion Parish,113,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion Parish, Louisiana",55612,"Vermilion Parish, Louisiana",0
1170,G2201150,2005-2009,,,Louisiana,22,Vernon Parish,115,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon Parish, Louisiana",47475,"Vernon Parish, Louisiana",0
1171,G2201170,2005-2009,,,Louisiana,22,Washington Parish,117,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington Parish, Louisiana",44844,"Washington Parish, Louisiana",0
1172,G2201190,2005-2009,,,Louisiana,22,Webster Parish,119,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster Parish, Louisiana",40719,"Webster Parish, Louisiana",0
1173,G2201210,2005-2009,,,Louisiana,22,West Baton Rouge Parish,121,,,,,,,,,,,,,,,,,,,,,,,,,,"West Baton Rouge Parish, Louisiana",22323,"West Baton Rouge Parish, Louisiana",0
1174,G2201230,2005-2009,,,Louisiana,22,West Carroll Parish,123,,,,,,,,,,,,,,,,,,,,,,,,,,"West Carroll Parish, Louisiana",11520,"West Carroll Parish, Louisiana",0
1175,G2201250,2005-2009,,,Louisiana,22,West Feliciana Parish,125,,,,,,,,,,,,,,,,,,,,,,,,,,"West Feliciana Parish, Louisiana",15134,"West Feliciana Parish, Louisiana",0
1176,G2201270,2005-2009,,,Louisiana,22,Winn Parish,127,,,,,,,,,,,,,,,,,,,,,,,,,,"Winn Parish, Louisiana",15531,"Winn Parish, Louisiana",0
1177,G2300010,2005-2009,,,Maine,23,Androscoggin County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Androscoggin County, Maine",106765,"Androscoggin County, Maine",0
1178,G2300030,2005-2009,,,Maine,23,Aroostook County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Aroostook County, Maine",71974,"Aroostook County, Maine",0
1179,G2300050,2005-2009,,,Maine,23,Cumberland County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Maine",276227,"Cumberland County, Maine",0
1180,G2300070,2005-2009,,,Maine,23,Franklin County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Maine",29757,"Franklin County, Maine",0
1181,G2300090,2005-2009,,,Maine,23,Hancock County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Maine",53299,"Hancock County, Maine",0
1182,G2300110,2005-2009,,,Maine,23,Kennebec County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennebec County, Maine",120777,"Kennebec County, Maine",0
1183,G2300130,2005-2009,,,Maine,23,Knox County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Maine",40897,"Knox County, Maine",0
1184,G2300150,2005-2009,,,Maine,23,Lincoln County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Maine",34789,"Lincoln County, Maine",0
1185,G2300170,2005-2009,,,Maine,23,Oxford County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford County, Maine",56414,"Oxford County, Maine",0
1186,G2300190,2005-2009,,,Maine,23,Penobscot County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Penobscot County, Maine",148501,"Penobscot County, Maine",0
1187,G2300210,2005-2009,,,Maine,23,Piscataquis County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Piscataquis County, Maine",17079,"Piscataquis County, Maine",0
1188,G2300230,2005-2009,,,Maine,23,Sagadahoc County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Sagadahoc County, Maine",36511,"Sagadahoc County, Maine",0
1189,G2300250,2005-2009,,,Maine,23,Somerset County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Maine",51175,"Somerset County, Maine",0
1190,G2300270,2005-2009,,,Maine,23,Waldo County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldo County, Maine",38319,"Waldo County, Maine",0
1191,G2300290,2005-2009,,,Maine,23,Washington County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Maine",32590,"Washington County, Maine",0
1192,G2300310,2005-2009,,,Maine,23,York County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Maine",201306,"York County, Maine",0
1193,G2400010,2005-2009,,,Maryland,24,Allegany County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, Maryland",72598,"Allegany County, Maryland",0
1194,G2400030,2005-2009,,,Maryland,24,Anne Arundel County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Anne Arundel County, Maryland",513711,"Anne Arundel County, Maryland",0
