,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
2570,G4800950,2005-2009,,,Texas,48,Concho County,95,,,,,,,,,,,,,,,,,,,,,,,,,,"Concho County, Texas",3610,"Concho County, Texas",0
2571,G4800970,2005-2009,,,Texas,48,Cooke County,97,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooke County, Texas",38424,"Cooke County, Texas",0
2572,G4800990,2005-2009,,,Texas,48,Coryell County,99,,,,,,,,,,,,,,,,,,,,,,,,,,"Coryell County, Texas",72617,"Coryell County, Texas",0
2573,G4801010,2005-2009,,,Texas,48,Cottle County,101,,,,,,,,,,,,,,,,,,,,,,,,,,"Cottle County, Texas",1696,"Cottle County, Texas",131
2574,G4801030,2005-2009,,,Texas,48,Crane County,103,,,,,,,,,,,,,,,,,,,,,,,,,,"Crane County, Texas",3906,"Crane County, Texas",0
2575,G4801050,2005-2009,,,Texas,48,Crockett County,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Texas",3784,"Crockett County, Texas",0
2576,G4801070,2005-2009,,,Texas,48,Crosby County,107,,,,,,,,,,,,,,,,,,,,,,,,,,"Crosby County, Texas",6312,"Crosby County, Texas",0
2577,G4801090,2005-2009,,,Texas,48,Culberson County,109,,,,,,,,,,,,,,,,,,,,,,,,,,"Culberson County, Texas",2476,"Culberson County, Texas",0
2578,G4801110,2005-2009,,,Texas,48,Dallam County,111,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallam County, Texas",6153,"Dallam County, Texas",0
2579,G4801130,2005-2009,,,Texas,48,Dallas County,113,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Texas",2383126,"Dallas County, Texas",0
2580,G4801150,2005-2009,,,Texas,48,Dawson County,115,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Texas",13831,"Dawson County, Texas",0
2581,G4801170,2005-2009,,,Texas,48,Deaf Smith County,117,,,,,,,,,,,,,,,,,,,,,,,,,,"Deaf Smith County, Texas",18332,"Deaf Smith County, Texas",0
2582,G4801190,2005-2009,,,Texas,48,Delta County,119,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Texas",5434,"Delta County, Texas",0
2583,G4801210,2005-2009,,,Texas,48,Denton County,121,,,,,,,,,,,,,,,,,,,,,,,,,,"Denton County, Texas",611842,"Denton County, Texas",0
2584,G4801230,2005-2009,,,Texas,48,DeWitt County,123,,,,,,,,,,,,,,,,,,,,,,,,,,"DeWitt County, Texas",19821,"DeWitt County, Texas",0
2585,G4801250,2005-2009,,,Texas,48,Dickens County,125,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickens County, Texas",2479,"Dickens County, Texas",0
2586,G4801270,2005-2009,,,Texas,48,Dimmit County,127,,,,,,,,,,,,,,,,,,,,,,,,,,"Dimmit County, Texas",9833,"Dimmit County, Texas",0
2587,G4801290,2005-2009,,,Texas,48,Donley County,129,,,,,,,,,,,,,,,,,,,,,,,,,,"Donley County, Texas",3703,"Donley County, Texas",240
2588,G4801310,2005-2009,,,Texas,48,Duval County,131,,,,,,,,,,,,,,,,,,,,,,,,,,"Duval County, Texas",12199,"Duval County, Texas",0
2589,G4801330,2005-2009,,,Texas,48,Eastland County,133,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastland County, Texas",18260,"Eastland County, Texas",0
2590,G4801350,2005-2009,,,Texas,48,Ector County,135,,,,,,,,,,,,,,,,,,,,,,,,,,"Ector County, Texas",128988,"Ector County, Texas",0
2591,G4801370,2005-2009,,,Texas,48,Edwards County,137,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Texas",1908,"Edwards County, Texas",0
2592,G4801390,2005-2009,,,Texas,48,Ellis County,139,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Texas",142348,"Ellis County, Texas",0
2593,G4801410,2005-2009,,,Texas,48,El Paso County,141,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Texas",729396,"El Paso County, Texas",0
2594,G4801430,2005-2009,,,Texas,48,Erath County,143,,,,,,,,,,,,,,,,,,,,,,,,,,"Erath County, Texas",35454,"Erath County, Texas",0
2595,G4801450,2005-2009,,,Texas,48,Falls County,145,,,,,,,,,,,,,,,,,,,,,,,,,,"Falls County, Texas",17048,"Falls County, Texas",0
2596,G4801470,2005-2009,,,Texas,48,Fannin County,147,,,,,,,,,,,,,,,,,,,,,,,,,,"Fannin County, Texas",32884,"Fannin County, Texas",0
2597,G4801490,2005-2009,,,Texas,48,Fayette County,149,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Texas",22620,"Fayette County, Texas",0
2598,G4801510,2005-2009,,,Texas,48,Fisher County,151,,,,,,,,,,,,,,,,,,,,,,,,,,"Fisher County, Texas",4028,"Fisher County, Texas",166
2599,G4801530,2005-2009,,,Texas,48,Floyd County,153,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Texas",6683,"Floyd County, Texas",0
2600,G4801550,2005-2009,,,Texas,48,Foard County,155,,,,,,,,,,,,,,,,,,,,,,,,,,"Foard County, Texas",1324,"Foard County, Texas",166
2601,G4801570,2005-2009,,,Texas,48,Fort Bend County,157,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Bend County, Texas",508099,"Fort Bend County, Texas",0
2602,G4801590,2005-2009,,,Texas,48,Franklin County,159,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Texas",10915,"Franklin County, Texas",0
2603,G4801610,2005-2009,,,Texas,48,Freestone County,161,,,,,,,,,,,,,,,,,,,,,,,,,,"Freestone County, Texas",18936,"Freestone County, Texas",0
2604,G4801630,2005-2009,,,Texas,48,Frio County,163,,,,,,,,,,,,,,,,,,,,,,,,,,"Frio County, Texas",16136,"Frio County, Texas",0
2605,G4801650,2005-2009,,,Texas,48,Gaines County,165,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaines County, Texas",14840,"Gaines County, Texas",0
2606,G4801670,2005-2009,,,Texas,48,Galveston County,167,,,,,,,,,,,,,,,,,,,,,,,,,,"Galveston County, Texas",282440,"Galveston County, Texas",0
2607,G4801690,2005-2009,,,Texas,48,Garza County,169,,,,,,,,,,,,,,,,,,,,,,,,,,"Garza County, Texas",4743,"Garza County, Texas",0
2608,G4801710,2005-2009,,,Texas,48,Gillespie County,171,,,,,,,,,,,,,,,,,,,,,,,,,,"Gillespie County, Texas",23488,"Gillespie County, Texas",0
2609,G4801730,2005-2009,,,Texas,48,Glasscock County,173,,,,,,,,,,,,,,,,,,,,,,,,,,"Glasscock County, Texas",1408,"Glasscock County, Texas",138
2610,G4801750,2005-2009,,,Texas,48,Goliad County,175,,,,,,,,,,,,,,,,,,,,,,,,,,"Goliad County, Texas",7006,"Goliad County, Texas",0
2611,G4801770,2005-2009,,,Texas,48,Gonzales County,177,,,,,,,,,,,,,,,,,,,,,,,,,,"Gonzales County, Texas",19510,"Gonzales County, Texas",0
2612,G4801790,2005-2009,,,Texas,48,Gray County,179,,,,,,,,,,,,,,,,,,,,,,,,,,"Gray County, Texas",21791,"Gray County, Texas",0
2613,G4801810,2005-2009,,,Texas,48,Grayson County,181,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Texas",117913,"Grayson County, Texas",0
2614,G4801830,2005-2009,,,Texas,48,Gregg County,183,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregg County, Texas",116901,"Gregg County, Texas",0
2615,G4801850,2005-2009,,,Texas,48,Grimes County,185,,,,,,,,,,,,,,,,,,,,,,,,,,"Grimes County, Texas",25621,"Grimes County, Texas",0
2616,G4801870,2005-2009,,,Texas,48,Guadalupe County,187,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",112267,"Guadalupe County, Texas",0
2617,G4801890,2005-2009,,,Texas,48,Hale County,189,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Texas",35535,"Hale County, Texas",0
2618,G4801910,2005-2009,,,Texas,48,Hall County,191,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Texas",3455,"Hall County, Texas",0
2619,G4801930,2005-2009,,,Texas,48,Hamilton County,193,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Texas",8051,"Hamilton County, Texas",0
2620,G4801950,2005-2009,,,Texas,48,Hansford County,195,,,,,,,,,,,,,,,,,,,,,,,,,,"Hansford County, Texas",5246,"Hansford County, Texas",0
2621,G4801970,2005-2009,,,Texas,48,Hardeman County,197,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Texas",4112,"Hardeman County, Texas",0
2622,G4801990,2005-2009,,,Texas,48,Hardin County,199,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Texas",51804,"Hardin County, Texas",0
2623,G4802010,2005-2009,,,Texas,48,Harris County,201,,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Texas",3909790,"Harris County, Texas",0
2624,G4802030,2005-2009,,,Texas,48,Harrison County,203,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",63528,"Harrison County, Texas",0
2625,G4802050,2005-2009,,,Texas,48,Hartley County,205,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartley County, Texas",5089,"Hartley County, Texas",0
2626,G4802070,2005-2009,,,Texas,48,Haskell County,207,,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Texas",5185,"Haskell County, Texas",0
2627,G4802090,2005-2009,,,Texas,48,Hays County,209,,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",141371,"Hays County, Texas",0
2628,G4802110,2005-2009,,,Texas,48,Hemphill County,211,,,,,,,,,,,,,,,,,,,,,,,,,,"Hemphill County, Texas",3363,"Hemphill County, Texas",0
2629,G4802130,2005-2009,,,Texas,48,Henderson County,213,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",78775,"Henderson County, Texas",0
2630,G4802150,2005-2009,,,Texas,48,Hidalgo County,215,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, Texas",702697,"Hidalgo County, Texas",0
2631,G4802170,2005-2009,,,Texas,48,Hill County,217,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Texas",35279,"Hill County, Texas",0
2632,G4802190,2005-2009,,,Texas,48,Hockley County,219,,,,,,,,,,,,,,,,,,,,,,,,,,"Hockley County, Texas",22359,"Hockley County, Texas",0
2633,G4802210,2005-2009,,,Texas,48,Hood County,221,,,,,,,,,,,,,,,,,,,,,,,,,,"Hood County, Texas",49360,"Hood County, Texas",0
2634,G4802230,2005-2009,,,Texas,48,Hopkins County,223,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Texas",33864,"Hopkins County, Texas",0
2635,G4802250,2005-2009,,,Texas,48,Houston County,225,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Texas",22612,"Houston County, Texas",0
2636,G4802270,2005-2009,,,Texas,48,Howard County,227,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Texas",32324,"Howard County, Texas",0
2637,G4802290,2005-2009,,,Texas,48,Hudspeth County,229,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudspeth County, Texas",3169,"Hudspeth County, Texas",0
2638,G4802310,2005-2009,,,Texas,48,Hunt County,231,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",82204,"Hunt County, Texas",0
2639,G4802330,2005-2009,,,Texas,48,Hutchinson County,233,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, Texas",21681,"Hutchinson County, Texas",0
2640,G4802350,2005-2009,,,Texas,48,Irion County,235,,,,,,,,,,,,,,,,,,,,,,,,,,"Irion County, Texas",1678,"Irion County, Texas",200
2641,G4802370,2005-2009,,,Texas,48,Jack County,237,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack County, Texas",8691,"Jack County, Texas",0
2642,G4802390,2005-2009,,,Texas,48,Jackson County,239,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Texas",14121,"Jackson County, Texas",0
2643,G4802410,2005-2009,,,Texas,48,Jasper County,241,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Texas",34431,"Jasper County, Texas",0
2644,G4802430,2005-2009,,,Texas,48,Jeff Davis County,243,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Texas",2192,"Jeff Davis County, Texas",45
2645,G4802450,2005-2009,,,Texas,48,Jefferson County,245,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Texas",242676,"Jefferson County, Texas",0
2646,G4802470,2005-2009,,,Texas,48,Jim Hogg County,247,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Hogg County, Texas",4973,"Jim Hogg County, Texas",0
2647,G4802490,2005-2009,,,Texas,48,Jim Wells County,249,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Wells County, Texas",40876,"Jim Wells County, Texas",0
2648,G4802510,2005-2009,,,Texas,48,Johnson County,251,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Texas",150077,"Johnson County, Texas",0
2649,G4802530,2005-2009,,,Texas,48,Jones County,253,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Texas",19223,"Jones County, Texas",0
2650,G4802550,2005-2009,,,Texas,48,Karnes County,255,,,,,,,,,,,,,,,,,,,,,,,,,,"Karnes County, Texas",15060,"Karnes County, Texas",0
2651,G4802570,2005-2009,,,Texas,48,Kaufman County,257,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",95993,"Kaufman County, Texas",0
2652,G4802590,2005-2009,,,Texas,48,Kendall County,259,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Texas",31294,"Kendall County, Texas",0
2653,G4802610,2005-2009,,,Texas,48,Kenedy County,261,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenedy County, Texas",336,"Kenedy County, Texas",152
2654,G4802630,2005-2009,,,Texas,48,Kent County,263,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Texas",703,"Kent County, Texas",87
2655,G4802650,2005-2009,,,Texas,48,Kerr County,265,,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr County, Texas",47410,"Kerr County, Texas",0
2656,G4802670,2005-2009,,,Texas,48,Kimble County,267,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",4485,"Kimble County, Texas",0
2657,G4802690,2005-2009,,,Texas,48,King County,269,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",233,"King County, Texas",57
2658,G4802710,2005-2009,,,Texas,48,Kinney County,271,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",3245,"Kinney County, Texas",203
2659,G4802730,2005-2009,,,Texas,48,Kleberg County,273,,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",30637,"Kleberg County, Texas",0
2660,G4802750,2005-2009,,,Texas,48,Knox County,275,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",3465,"Knox County, Texas",0
2661,G4802770,2005-2009,,,Texas,48,Lamar County,277,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",48993,"Lamar County, Texas",0
2662,G4802790,2005-2009,,,Texas,48,Lamb County,279,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",13741,"Lamb County, Texas",0
2663,G4802810,2005-2009,,,Texas,48,Lampasas County,281,,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",20471,"Lampasas County, Texas",0
2664,G4802830,2005-2009,,,Texas,48,La Salle County,283,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",5891,"La Salle County, Texas",0
2665,G4802850,2005-2009,,,Texas,48,Lavaca County,285,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",18632,"Lavaca County, Texas",0
2666,G4802870,2005-2009,,,Texas,48,Lee County,287,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",16203,"Lee County, Texas",0
2667,G4802890,2005-2009,,,Texas,48,Leon County,289,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",16518,"Leon County, Texas",0
2668,G4802910,2005-2009,,,Texas,48,Liberty County,291,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",74941,"Liberty County, Texas",0
2669,G4802930,2005-2009,,,Texas,48,Limestone County,293,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",22367,"Limestone County, Texas",0
2670,G4802950,2005-2009,,,Texas,48,Lipscomb County,295,,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",2994,"Lipscomb County, Texas",0
2671,G4802970,2005-2009,,,Texas,48,Live Oak County,297,,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",11271,"Live Oak County, Texas",0
2672,G4802990,2005-2009,,,Texas,48,Llano County,299,,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",18150,"Llano County, Texas",0
2673,G4803010,2005-2009,,,Texas,48,Loving County,301,,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",81,"Loving County, Texas",45
2674,G4803030,2005-2009,,,Texas,48,Lubbock County,303,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock County, Texas",262985,"Lubbock County, Texas",0
2675,G4803050,2005-2009,,,Texas,48,Lynn County,305,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn County, Texas",5841,"Lynn County, Texas",0
2676,G4803070,2005-2009,,,Texas,48,McCulloch County,307,,,,,,,,,,,,,,,,,,,,,,,,,,"McCulloch County, Texas",7893,"McCulloch County, Texas",0
2677,G4803090,2005-2009,,,Texas,48,McLennan County,309,,,,,,,,,,,,,,,,,,,,,,,,,,"McLennan County, Texas",228369,"McLennan County, Texas",0
2678,G4803110,2005-2009,,,Texas,48,McMullen County,311,,,,,,,,,,,,,,,,,,,,,,,,,,"McMullen County, Texas",938,"McMullen County, Texas",156
2679,G4803130,2005-2009,,,Texas,48,Madison County,313,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Texas",13202,"Madison County, Texas",0
2680,G4803150,2005-2009,,,Texas,48,Marion County,315,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Texas",10570,"Marion County, Texas",0
2681,G4803170,2005-2009,,,Texas,48,Martin County,317,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Texas",4447,"Martin County, Texas",0
2682,G4803190,2005-2009,,,Texas,48,Mason County,319,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Texas",3890,"Mason County, Texas",0
2683,G4803210,2005-2009,,,Texas,48,Matagorda County,321,,,,,,,,,,,,,,,,,,,,,,,,,,"Matagorda County, Texas",37008,"Matagorda County, Texas",0
2684,G4803230,2005-2009,,,Texas,48,Maverick County,323,,,,,,,,,,,,,,,,,,,,,,,,,,"Maverick County, Texas",51300,"Maverick County, Texas",0
2685,G4803250,2005-2009,,,Texas,48,Medina County,325,,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Texas",43654,"Medina County, Texas",0
2686,G4803270,2005-2009,,,Texas,48,Menard County,327,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Texas",2132,"Menard County, Texas",0
2687,G4803290,2005-2009,,,Texas,48,Midland County,329,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",126287,"Midland County, Texas",0
2688,G4803310,2005-2009,,,Texas,48,Milam County,331,,,,,,,,,,,,,,,,,,,,,,,,,,"Milam County, Texas",24780,"Milam County, Texas",0
2689,G4803330,2005-2009,,,Texas,48,Mills County,333,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Texas",5003,"Mills County, Texas",0
2690,G4803350,2005-2009,,,Texas,48,Mitchell County,335,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Texas",9275,"Mitchell County, Texas",0
2691,G4803370,2005-2009,,,Texas,48,Montague County,337,,,,,,,,,,,,,,,,,,,,,,,,,,"Montague County, Texas",19557,"Montague County, Texas",0
2692,G4803390,2005-2009,,,Texas,48,Montgomery County,339,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Texas",411726,"Montgomery County, Texas",0
2693,G4803410,2005-2009,,,Texas,48,Moore County,341,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, Texas",20106,"Moore County, Texas",0
2694,G4803430,2005-2009,,,Texas,48,Morris County,343,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Texas",12852,"Morris County, Texas",0
2695,G4803450,2005-2009,,,Texas,48,Motley County,345,,,,,,,,,,,,,,,,,,,,,,,,,,"Motley County, Texas",1175,"Motley County, Texas",131
2696,G4803470,2005-2009,,,Texas,48,Nacogdoches County,347,,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches County, Texas",62608,"Nacogdoches County, Texas",0
2697,G4803490,2005-2009,,,Texas,48,Navarro County,349,,,,,,,,,,,,,,,,,,,,,,,,,,"Navarro County, Texas",48847,"Navarro County, Texas",0
2698,G4803510,2005-2009,,,Texas,48,Newton County,351,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Texas",13827,"Newton County, Texas",0
2699,G4803530,2005-2009,,,Texas,48,Nolan County,353,,,,,,,,,,,,,,,,,,,,,,,,,,"Nolan County, Texas",14719,"Nolan County, Texas",0
2700,G4803550,2005-2009,,,Texas,48,Nueces County,355,,,,,,,,,,,,,,,,,,,,,,,,,,"Nueces County, Texas",319703,"Nueces County, Texas",0
2701,G4803570,2005-2009,,,Texas,48,Ochiltree County,357,,,,,,,,,,,,,,,,,,,,,,,,,,"Ochiltree County, Texas",9454,"Ochiltree County, Texas",0
2702,G4803590,2005-2009,,,Texas,48,Oldham County,359,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Texas",2089,"Oldham County, Texas",0
2703,G4803610,2005-2009,,,Texas,48,Orange County,361,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",82521,"Orange County, Texas",0
2704,G4803630,2005-2009,,,Texas,48,Palo Pinto County,363,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Pinto County, Texas",27451,"Palo Pinto County, Texas",0
2705,G4803650,2005-2009,,,Texas,48,Panola County,365,,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Texas",23107,"Panola County, Texas",0
2706,G4803670,2005-2009,,,Texas,48,Parker County,367,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",108324,"Parker County, Texas",0
2707,G4803690,2005-2009,,,Texas,48,Parmer County,369,,,,,,,,,,,,,,,,,,,,,,,,,,"Parmer County, Texas",9398,"Parmer County, Texas",0
2708,G4803710,2005-2009,,,Texas,48,Pecos County,371,,,,,,,,,,,,,,,,,,,,,,,,,,"Pecos County, Texas",15901,"Pecos County, Texas",0
2709,G4803730,2005-2009,,,Texas,48,Polk County,373,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Texas",46326,"Polk County, Texas",0
2710,G4803750,2005-2009,,,Texas,48,Potter County,375,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, Texas",120797,"Potter County, Texas",0
2711,G4803770,2005-2009,,,Texas,48,Presidio County,377,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio County, Texas",7536,"Presidio County, Texas",0
2712,G4803790,2005-2009,,,Texas,48,Rains County,379,,,,,,,,,,,,,,,,,,,,,,,,,,"Rains County, Texas",11104,"Rains County, Texas",0
2713,G4803810,2005-2009,,,Texas,48,Randall County,381,,,,,,,,,,,,,,,,,,,,,,,,,,"Randall County, Texas",112802,"Randall County, Texas",0
2714,G4803830,2005-2009,,,Texas,48,Reagan County,383,,,,,,,,,,,,,,,,,,,,,,,,,,"Reagan County, Texas",2982,"Reagan County, Texas",0
2715,G4803850,2005-2009,,,Texas,48,Real County,385,,,,,,,,,,,,,,,,,,,,,,,,,,"Real County, Texas",2966,"Real County, Texas",0
2716,G4803870,2005-2009,,,Texas,48,Red River County,387,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River County, Texas",13076,"Red River County, Texas",0
2717,G4803890,2005-2009,,,Texas,48,Reeves County,389,,,,,,,,,,,,,,,,,,,,,,,,,,"Reeves County, Texas",11100,"Reeves County, Texas",0
2718,G4803910,2005-2009,,,Texas,48,Refugio County,391,,,,,,,,,,,,,,,,,,,,,,,,,,"Refugio County, Texas",7364,"Refugio County, Texas",0
2719,G4803930,2005-2009,,,Texas,48,Roberts County,393,,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, Texas",913,"Roberts County, Texas",124
2720,G4803950,2005-2009,,,Texas,48,Robertson County,395,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Texas",15830,"Robertson County, Texas",0
2721,G4803970,2005-2009,,,Texas,48,Rockwall County,397,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",72814,"Rockwall County, Texas",0
2722,G4803990,2005-2009,,,Texas,48,Runnels County,399,,,,,,,,,,,,,,,,,,,,,,,,,,"Runnels County, Texas",10376,"Runnels County, Texas",0
2723,G4804010,2005-2009,,,Texas,48,Rusk County,401,,,,,,,,,,,,,,,,,,,,,,,,,,"Rusk County, Texas",48444,"Rusk County, Texas",0
2724,G4804030,2005-2009,,,Texas,48,Sabine County,403,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine County, Texas",10177,"Sabine County, Texas",0
2725,G4804050,2005-2009,,,Texas,48,San Augustine County,405,,,,,,,,,,,,,,,,,,,,,,,,,,"San Augustine County, Texas",8693,"San Augustine County, Texas",0
2726,G4804070,2005-2009,,,Texas,48,San Jacinto County,407,,,,,,,,,,,,,,,,,,,,,,,,,,"San Jacinto County, Texas",24645,"San Jacinto County, Texas",0
2727,G4804090,2005-2009,,,Texas,48,San Patricio County,409,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",68392,"San Patricio County, Texas",0
2728,G4804110,2005-2009,,,Texas,48,San Saba County,411,,,,,,,,,,,,,,,,,,,,,,,,,,"San Saba County, Texas",5904,"San Saba County, Texas",0
2729,G4804130,2005-2009,,,Texas,48,Schleicher County,413,,,,,,,,,,,,,,,,,,,,,,,,,,"Schleicher County, Texas",2862,"Schleicher County, Texas",120
2730,G4804150,2005-2009,,,Texas,48,Scurry County,415,,,,,,,,,,,,,,,,,,,,,,,,,,"Scurry County, Texas",15994,"Scurry County, Texas",0
2731,G4804170,2005-2009,,,Texas,48,Shackelford County,417,,,,,,,,,,,,,,,,,,,,,,,,,,"Shackelford County, Texas",3084,"Shackelford County, Texas",128
2732,G4804190,2005-2009,,,Texas,48,Shelby County,419,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Texas",26358,"Shelby County, Texas",0
2733,G4804210,2005-2009,,,Texas,48,Sherman County,421,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Texas",2905,"Sherman County, Texas",0
2734,G4804230,2005-2009,,,Texas,48,Smith County,423,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Texas",197631,"Smith County, Texas",0
2735,G4804250,2005-2009,,,Texas,48,Somervell County,425,,,,,,,,,,,,,,,,,,,,,,,,,,"Somervell County, Texas",7730,"Somervell County, Texas",0
2736,G4804270,2005-2009,,,Texas,48,Starr County,427,,,,,,,,,,,,,,,,,,,,,,,,,,"Starr County, Texas",60936,"Starr County, Texas",0
